state,congress,s_upper,s_lower,state_name,race_type,election_name,voter_power,D_running,R_running
27,,,26A,Minnesota,State Leg (Lower),State House District 26A,59.0,,
27,,,26B,Minnesota,State Leg (Lower),State House District 26B,46.0,,
27,,,27A,Minnesota,State Leg (Lower),State House District 27A,5.0,,
27,,,27B,Minnesota,State Leg (Lower),State House District 27B,4.0,,
27,,,28A,Minnesota,State Leg (Lower),State House District 28A,9.0,,
27,,,28B,Minnesota,State Leg (Lower),State House District 28B,18.0,,
27,,,29A,Minnesota,State Leg (Lower),State House District 29A,9.0,,
27,,,29B,Minnesota,State Leg (Lower),State House District 29B,16.0,,
27,,,30A,Minnesota,State Leg (Lower),State House District 30A,13.0,,
27,,,30B,Minnesota,State Leg (Lower),State House District 30B,12.0,,
27,,,31A,Minnesota,State Leg (Lower),State House District 31A,30.0,,
27,,,31B,Minnesota,State Leg (Lower),State House District 31B,9.0,,
27,,,32A,Minnesota,State Leg (Lower),State House District 32A,73.0,,
27,,,32B,Minnesota,State Leg (Lower),State House District 32B,88.0,,
27,,,33A,Minnesota,State Leg (Lower),State House District 33A,74.0,,
27,,,33B,Minnesota,State Leg (Lower),State House District 33B,67.0,,
27,,,34A,Minnesota,State Leg (Lower),State House District 34A,81.0,,
27,,,34B,Minnesota,State Leg (Lower),State House District 34B,13.0,,
27,,,35A,Minnesota,State Leg (Lower),State House District 35A,93.0,,
27,,,35B,Minnesota,State Leg (Lower),State House District 35B,93.0,,
27,,,36A,Minnesota,State Leg (Lower),State House District 36A,100.0,,
27,,,36B,Minnesota,State Leg (Lower),State House District 36B,32.0,,
27,,,37A,Minnesota,State Leg (Lower),State House District 37A,67.0,,
27,,,37B,Minnesota,State Leg (Lower),State House District 37B,54.0,,
27,,,38A,Minnesota,State Leg (Lower),State House District 38A,5.0,,
27,,,38B,Minnesota,State Leg (Lower),State House District 38B,3.0,,
27,,,39A,Minnesota,State Leg (Lower),State House District 39A,10.0,,
27,,,39B,Minnesota,State Leg (Lower),State House District 39B,4.0,,
27,,,40A,Minnesota,State Leg (Lower),State House District 40A,19.0,,
27,,,40B,Minnesota,State Leg (Lower),State House District 40B,7.0,,
27,,,41A,Minnesota,State Leg (Lower),State House District 41A,97.0,,
27,,,41B,Minnesota,State Leg (Lower),State House District 41B,95.0,,
27,,,42A,Minnesota,State Leg (Lower),State House District 42A,28.0,,
27,,,42B,Minnesota,State Leg (Lower),State House District 42B,17.0,,
27,,,43A,Minnesota,State Leg (Lower),State House District 43A,7.0,,
27,,,43B,Minnesota,State Leg (Lower),State House District 43B,3.0,,
27,,,44A,Minnesota,State Leg (Lower),State House District 44A,10.0,,
27,,,44B,Minnesota,State Leg (Lower),State House District 44B,25.0,,
27,,,45A,Minnesota,State Leg (Lower),State House District 45A,93.0,,
27,,,45B,Minnesota,State Leg (Lower),State House District 45B,13.0,,
27,,,46A,Minnesota,State Leg (Lower),State House District 46A,2.0,,
27,,,46B,Minnesota,State Leg (Lower),State House District 46B,5.0,,
27,,,47A,Minnesota,State Leg (Lower),State House District 47A,16.0,,
27,,,47B,Minnesota,State Leg (Lower),State House District 47B,42.0,,
27,,,48A,Minnesota,State Leg (Lower),State House District 48A,48.0,,
27,,,48B,Minnesota,State Leg (Lower),State House District 48B,82.0,,
27,,,49A,Minnesota,State Leg (Lower),State House District 49A,13.0,,
27,,,49B,Minnesota,State Leg (Lower),State House District 49B,24.0,,
27,,,50A,Minnesota,State Leg (Lower),State House District 50A,7.0,,
27,,,50B,Minnesota,State Leg (Lower),State House District 50B,14.0,,
27,,,51A,Minnesota,State Leg (Lower),State House District 51A,3.0,,
27,,,51B,Minnesota,State Leg (Lower),State House District 51B,10.0,,
27,,,52A,Minnesota,State Leg (Lower),State House District 52A,15.0,,
27,,,52B,Minnesota,State Leg (Lower),State House District 52B,14.0,,
27,,,53A,Minnesota,State Leg (Lower),State House District 53A,26.0,,
27,,,53B,Minnesota,State Leg (Lower),State House District 53B,30.0,,
27,,,54A,Minnesota,State Leg (Lower),State House District 54A,84.0,,
27,,,54B,Minnesota,State Leg (Lower),State House District 54B,39.0,,
27,,,55A,Minnesota,State Leg (Lower),State House District 55A,64.0,,
27,,,55B,Minnesota,State Leg (Lower),State House District 55B,24.0,,
27,,,56A,Minnesota,State Leg (Lower),State House District 56A,23.0,,
27,,,56B,Minnesota,State Leg (Lower),State House District 56B,51.0,,
27,,,57A,Minnesota,State Leg (Lower),State House District 57A,28.0,,
27,,,57B,Minnesota,State Leg (Lower),State House District 57B,96.0,,
27,,,58A,Minnesota,State Leg (Lower),State House District 58A,54.0,,
27,,,58B,Minnesota,State Leg (Lower),State House District 58B,37.0,,
27,,,59A,Minnesota,State Leg (Lower),State House District 59A,1.0,,
27,,,59B,Minnesota,State Leg (Lower),State House District 59B,1.0,,
27,,,60A,Minnesota,State Leg (Lower),State House District 60A,1.0,,
27,,,60B,Minnesota,State Leg (Lower),State House District 60B,1.0,,
27,,,61A,Minnesota,State Leg (Lower),State House District 61A,1.0,,
27,,,61B,Minnesota,State Leg (Lower),State House District 61B,1.0,,
27,,,62A,Minnesota,State Leg (Lower),State House District 62A,1.0,,
27,,,62B,Minnesota,State Leg (Lower),State House District 62B,1.0,,
27,,,63A,Minnesota,State Leg (Lower),State House District 63A,1.0,,
27,,,63B,Minnesota,State Leg (Lower),State House District 63B,1.0,,
27,,,64A,Minnesota,State Leg (Lower),State House District 64A,1.0,,
27,,,64B,Minnesota,State Leg (Lower),State House District 64B,1.0,,
27,,,65A,Minnesota,State Leg (Lower),State House District 65A,1.0,,
27,,,65B,Minnesota,State Leg (Lower),State House District 65B,2.0,,
27,,,66A,Minnesota,State Leg (Lower),State House District 66A,1.0,,
27,,,66B,Minnesota,State Leg (Lower),State House District 66B,1.0,,
27,,,67A,Minnesota,State Leg (Lower),State House District 67A,2.0,,
27,,,67B,Minnesota,State Leg (Lower),State House District 67B,2.0,,
32,,,001,Nevada,State Leg (Lower),State House District 1,38.0,,
32,,,002,Nevada,State Leg (Lower),State House District 2,100.0,,
32,,,003,Nevada,State Leg (Lower),State House District 3,31.0,,
32,,,004,Nevada,State Leg (Lower),State House District 4,96.0,,
32,,,005,Nevada,State Leg (Lower),State House District 5,47.0,,
32,,,006,Nevada,State Leg (Lower),State House District 6,1.0,,
32,,,007,Nevada,State Leg (Lower),State House District 7,5.0,,
32,,,008,Nevada,State Leg (Lower),State House District 8,27.0,,
32,,,009,Nevada,State Leg (Lower),State House District 9,49.0,,
32,,,010,Nevada,State Leg (Lower),State House District 10,17.0,,
32,,,011,Nevada,State Leg (Lower),State House District 11,2.0,,
32,,,012,Nevada,State Leg (Lower),State House District 12,36.0,,
32,,,013,Nevada,State Leg (Lower),State House District 13,73.0,,
32,,,014,Nevada,State Leg (Lower),State House District 14,4.0,,
32,,,015,Nevada,State Leg (Lower),State House District 15,6.0,,
32,,,016,Nevada,State Leg (Lower),State House District 16,31.0,,
32,,,017,Nevada,State Leg (Lower),State House District 17,5.0,,
32,,,018,Nevada,State Leg (Lower),State House District 18,11.0,,
32,,,019,Nevada,State Leg (Lower),State House District 19,10.0,,
32,,,020,Nevada,State Leg (Lower),State House District 20,14.0,,
32,,,021,Nevada,State Leg (Lower),State House District 21,76.0,,
32,,,022,Nevada,State Leg (Lower),State House District 22,68.0,,
32,,,023,Nevada,State Leg (Lower),State House District 23,22.0,,
32,,,024,Nevada,State Leg (Lower),State House District 24,8.0,,
32,,,025,Nevada,State Leg (Lower),State House District 25,69.0,,
32,,,026,Nevada,State Leg (Lower),State House District 26,47.0,,
32,,,027,Nevada,State Leg (Lower),State House District 27,31.0,,
32,,,028,Nevada,State Leg (Lower),State House District 28,3.0,,
32,,,029,Nevada,State Leg (Lower),State House District 29,64.0,,
32,,,030,Nevada,State Leg (Lower),State House District 30,34.0,,
32,,,031,Nevada,State Leg (Lower),State House District 31,31.0,,
32,,,032,Nevada,State Leg (Lower),State House District 32,7.0,,
32,,,033,Nevada,State Leg (Lower),State House District 33,2.0,,
32,,,034,Nevada,State Leg (Lower),State House District 34,28.0,,
32,,,035,Nevada,State Leg (Lower),State House District 35,72.0,,
32,,,036,Nevada,State Leg (Lower),State House District 36,12.0,,
32,,,037,Nevada,State Leg (Lower),State House District 37,97.0,,
32,,,038,Nevada,State Leg (Lower),State House District 38,2.0,,
32,,,039,Nevada,State Leg (Lower),State House District 39,6.0,,
32,,,040,Nevada,State Leg (Lower),State House District 40,28.0,,
32,,,041,Nevada,State Leg (Lower),State House District 41,51.0,,
32,,,042,Nevada,State Leg (Lower),State House District 42,28.0,,
42,,,001,Pennsylvania,State Leg (Lower),State House District 1,6.0,,
42,,,002,Pennsylvania,State Leg (Lower),State House District 2,32.0,,
42,,,003,Pennsylvania,State Leg (Lower),State House District 3,89.0,,
42,,,004,Pennsylvania,State Leg (Lower),State House District 4,25.0,,
42,,,005,Pennsylvania,State Leg (Lower),State House District 5,14.0,,
42,,,006,Pennsylvania,State Leg (Lower),State House District 6,10.0,,
42,,,007,Pennsylvania,State Leg (Lower),State House District 7,83.0,,
42,,,008,Pennsylvania,State Leg (Lower),State House District 8,6.0,,
42,,,009,Pennsylvania,State Leg (Lower),State House District 9,33.0,,
42,,,010,Pennsylvania,State Leg (Lower),State House District 10,0.0,,
42,,,011,Pennsylvania,State Leg (Lower),State House District 11,8.0,,
42,,,012,Pennsylvania,State Leg (Lower),State House District 12,19.0,,
42,,,013,Pennsylvania,State Leg (Lower),State House District 13,91.0,,
42,,,014,Pennsylvania,State Leg (Lower),State House District 14,34.0,,
42,,,015,Pennsylvania,State Leg (Lower),State House District 15,17.0,,
42,,,016,Pennsylvania,State Leg (Lower),State House District 16,74.0,,
42,,,017,Pennsylvania,State Leg (Lower),State House District 17,4.0,,
42,,,018,Pennsylvania,State Leg (Lower),State House District 18,48.0,,
42,,,019,Pennsylvania,State Leg (Lower),State House District 19,1.0,,
42,,,020,Pennsylvania,State Leg (Lower),State House District 20,20.0,,
42,,,021,Pennsylvania,State Leg (Lower),State House District 21,10.0,,
42,,,022,Pennsylvania,State Leg (Lower),State House District 22,3.0,,
42,,,023,Pennsylvania,State Leg (Lower),State House District 23,1.0,,
42,,,024,Pennsylvania,State Leg (Lower),State House District 24,1.0,,
42,,,025,Pennsylvania,State Leg (Lower),State House District 25,40.0,,
42,,,026,Pennsylvania,State Leg (Lower),State House District 26,55.0,,
42,,,027,Pennsylvania,State Leg (Lower),State House District 27,11.0,,
42,,,028,Pennsylvania,State Leg (Lower),State House District 28,62.0,,
42,,,029,Pennsylvania,State Leg (Lower),State House District 29,41.0,,
42,,,030,Pennsylvania,State Leg (Lower),State House District 30,91.0,,
42,,,031,Pennsylvania,State Leg (Lower),State House District 31,34.0,,
42,,,032,Pennsylvania,State Leg (Lower),State House District 32,8.0,,
42,,,033,Pennsylvania,State Leg (Lower),State House District 33,61.0,,
42,,,034,Pennsylvania,State Leg (Lower),State House District 34,1.0,,
42,,,035,Pennsylvania,State Leg (Lower),State House District 35,10.0,,
42,,,036,Pennsylvania,State Leg (Lower),State House District 36,6.0,,
42,,,037,Pennsylvania,State Leg (Lower),State House District 37,8.0,,
42,,,038,Pennsylvania,State Leg (Lower),State House District 38,42.0,,
42,,,039,Pennsylvania,State Leg (Lower),State House District 39,61.0,,
42,,,040,Pennsylvania,State Leg (Lower),State House District 40,69.0,,
42,,,041,Pennsylvania,State Leg (Lower),State House District 41,87.0,,
42,,,042,Pennsylvania,State Leg (Lower),State House District 42,10.0,,
42,,,043,Pennsylvania,State Leg (Lower),State House District 43,6.0,,
42,,,044,Pennsylvania,State Leg (Lower),State House District 44,100.0,,
42,,,045,Pennsylvania,State Leg (Lower),State House District 45,46.0,,
42,,,046,Pennsylvania,State Leg (Lower),State House District 46,67.0,,
42,,,047,Pennsylvania,State Leg (Lower),State House District 47,25.0,,
42,,,048,Pennsylvania,State Leg (Lower),State House District 48,40.0,,
42,,,049,Pennsylvania,State Leg (Lower),State House District 49,4.0,,
42,,,050,Pennsylvania,State Leg (Lower),State House District 50,29.0,,
42,,,051,Pennsylvania,State Leg (Lower),State House District 51,33.0,,
42,,,052,Pennsylvania,State Leg (Lower),State House District 52,14.0,,
42,,,053,Pennsylvania,State Leg (Lower),State House District 53,32.0,,
42,,,054,Pennsylvania,State Leg (Lower),State House District 54,3.0,,
42,,,055,Pennsylvania,State Leg (Lower),State House District 55,27.0,,
42,,,056,Pennsylvania,State Leg (Lower),State House District 56,16.0,,
42,,,057,Pennsylvania,State Leg (Lower),State House District 57,25.0,,
42,,,058,Pennsylvania,State Leg (Lower),State House District 58,19.0,,
42,,,059,Pennsylvania,State Leg (Lower),State House District 59,10.0,,
42,,,060,Pennsylvania,State Leg (Lower),State House District 60,10.0,,
42,,,061,Pennsylvania,State Leg (Lower),State House District 61,21.0,,
42,,,062,Pennsylvania,State Leg (Lower),State House District 62,20.0,,
42,,,063,Pennsylvania,State Leg (Lower),State House District 63,3.0,,
42,,,064,Pennsylvania,State Leg (Lower),State House District 64,6.0,,
42,,,065,Pennsylvania,State Leg (Lower),State House District 65,5.0,,
42,,,066,Pennsylvania,State Leg (Lower),State House District 66,2.0,,
42,,,067,Pennsylvania,State Leg (Lower),State House District 67,2.0,,
42,,,068,Pennsylvania,State Leg (Lower),State House District 68,2.0,,
42,,,069,Pennsylvania,State Leg (Lower),State House District 69,2.0,,
42,,,070,Pennsylvania,State Leg (Lower),State House District 70,35.0,,
42,,,071,Pennsylvania,State Leg (Lower),State House District 71,7.0,,
42,,,072,Pennsylvania,State Leg (Lower),State House District 72,24.0,,
42,,,073,Pennsylvania,State Leg (Lower),State House District 73,4.0,,
42,,,074,Pennsylvania,State Leg (Lower),State House District 74,36.0,,
42,,,075,Pennsylvania,State Leg (Lower),State House District 75,4.0,,
42,,,076,Pennsylvania,State Leg (Lower),State House District 76,11.0,,
42,,,077,Pennsylvania,State Leg (Lower),State House District 77,26.0,,
42,,,078,Pennsylvania,State Leg (Lower),State House District 78,1.0,,
42,,,079,Pennsylvania,State Leg (Lower),State House District 79,9.0,,
42,,,080,Pennsylvania,State Leg (Lower),State House District 80,2.0,,
42,,,081,Pennsylvania,State Leg (Lower),State House District 81,3.0,,
42,,,082,Pennsylvania,State Leg (Lower),State House District 82,59.0,,
42,,,083,Pennsylvania,State Leg (Lower),State House District 83,14.0,,
42,,,084,Pennsylvania,State Leg (Lower),State House District 84,2.0,,
42,,,085,Pennsylvania,State Leg (Lower),State House District 85,5.0,,
42,,,086,Pennsylvania,State Leg (Lower),State House District 86,2.0,,
42,,,087,Pennsylvania,State Leg (Lower),State House District 87,30.0,,
42,,,088,Pennsylvania,State Leg (Lower),State House District 88,89.0,,
42,,,089,Pennsylvania,State Leg (Lower),State House District 89,7.0,,
42,,,090,Pennsylvania,State Leg (Lower),State House District 90,2.0,,
42,,,091,Pennsylvania,State Leg (Lower),State House District 91,11.0,,
42,,,092,Pennsylvania,State Leg (Lower),State House District 92,6.0,,
42,,,093,Pennsylvania,State Leg (Lower),State House District 93,10.0,,
42,,,094,Pennsylvania,State Leg (Lower),State House District 94,7.0,,
42,,,095,Pennsylvania,State Leg (Lower),State House District 95,7.0,,
42,,,096,Pennsylvania,State Leg (Lower),State House District 96,18.0,,
42,,,097,Pennsylvania,State Leg (Lower),State House District 97,21.0,,
42,,,098,Pennsylvania,State Leg (Lower),State House District 98,11.0,,
42,,,099,Pennsylvania,State Leg (Lower),State House District 99,4.0,,
42,,,100,Pennsylvania,State Leg (Lower),State House District 100,3.0,,
42,,,101,Pennsylvania,State Leg (Lower),State House District 101,25.0,,
42,,,102,Pennsylvania,State Leg (Lower),State House District 102,4.0,,
42,,,103,Pennsylvania,State Leg (Lower),State House District 103,11.0,,
42,,,104,Pennsylvania,State Leg (Lower),State House District 104,6.0,,
42,,,105,Pennsylvania,State Leg (Lower),State House District 105,12.0,,
42,,,106,Pennsylvania,State Leg (Lower),State House District 106,52.0,,
42,,,107,Pennsylvania,State Leg (Lower),State House District 107,4.0,,
42,,,108,Pennsylvania,State Leg (Lower),State House District 108,9.0,,
42,,,109,Pennsylvania,State Leg (Lower),State House District 109,13.0,,
42,,,110,Pennsylvania,State Leg (Lower),State House District 110,6.0,,
42,,,111,Pennsylvania,State Leg (Lower),State House District 111,6.0,,
42,,,112,Pennsylvania,State Leg (Lower),State House District 112,26.0,,
42,,,113,Pennsylvania,State Leg (Lower),State House District 113,19.0,,
42,,,114,Pennsylvania,State Leg (Lower),State House District 114,28.0,,
42,,,115,Pennsylvania,State Leg (Lower),State House District 115,29.0,,
42,,,116,Pennsylvania,State Leg (Lower),State House District 116,23.0,,
42,,,117,Pennsylvania,State Leg (Lower),State House District 117,6.0,,
42,,,118,Pennsylvania,State Leg (Lower),State House District 118,81.0,,
42,,,119,Pennsylvania,State Leg (Lower),State House District 119,84.0,,
42,,,120,Pennsylvania,State Leg (Lower),State House District 120,91.0,,
42,,,121,Pennsylvania,State Leg (Lower),State House District 121,50.0,,
42,,,122,Pennsylvania,State Leg (Lower),State House District 122,12.0,,
42,,,123,Pennsylvania,State Leg (Lower),State House District 123,17.0,,
42,,,124,Pennsylvania,State Leg (Lower),State House District 124,7.0,,
42,,,125,Pennsylvania,State Leg (Lower),State House District 125,12.0,,
42,,,126,Pennsylvania,State Leg (Lower),State House District 126,27.0,,
42,,,127,Pennsylvania,State Leg (Lower),State House District 127,4.0,,
42,,,128,Pennsylvania,State Leg (Lower),State House District 128,34.0,,
42,,,129,Pennsylvania,State Leg (Lower),State House District 129,18.0,,
42,,,130,Pennsylvania,State Leg (Lower),State House District 130,16.0,,
42,,,131,Pennsylvania,State Leg (Lower),State House District 131,60.0,,
42,,,132,Pennsylvania,State Leg (Lower),State House District 132,32.0,,
42,,,133,Pennsylvania,State Leg (Lower),State House District 133,28.0,,
42,,,134,Pennsylvania,State Leg (Lower),State House District 134,12.0,,
42,,,135,Pennsylvania,State Leg (Lower),State House District 135,8.0,,
42,,,136,Pennsylvania,State Leg (Lower),State House District 136,25.0,,
42,,,137,Pennsylvania,State Leg (Lower),State House District 137,100.0,,
42,,,138,Pennsylvania,State Leg (Lower),State House District 138,27.0,,
42,,,139,Pennsylvania,State Leg (Lower),State House District 139,10.0,,
42,,,140,Pennsylvania,State Leg (Lower),State House District 140,29.0,,
42,,,141,Pennsylvania,State Leg (Lower),State House District 141,21.0,,
42,,,142,Pennsylvania,State Leg (Lower),State House District 142,82.0,,
42,,,143,Pennsylvania,State Leg (Lower),State House District 143,86.0,,
42,,,144,Pennsylvania,State Leg (Lower),State House District 144,88.0,,
42,,,145,Pennsylvania,State Leg (Lower),State House District 145,44.0,,
42,,,146,Pennsylvania,State Leg (Lower),State House District 146,44.0,,
42,,,147,Pennsylvania,State Leg (Lower),State House District 147,59.0,,
42,,,148,Pennsylvania,State Leg (Lower),State House District 148,2.0,,
42,,,149,Pennsylvania,State Leg (Lower),State House District 149,4.0,,
42,,,150,Pennsylvania,State Leg (Lower),State House District 150,34.0,,
42,,,151,Pennsylvania,State Leg (Lower),State House District 151,14.0,,
42,,,152,Pennsylvania,State Leg (Lower),State House District 152,14.0,,
42,,,153,Pennsylvania,State Leg (Lower),State House District 153,5.0,,
42,,,154,Pennsylvania,State Leg (Lower),State House District 154,1.0,,
42,,,155,Pennsylvania,State Leg (Lower),State House District 155,40.0,,
42,,,156,Pennsylvania,State Leg (Lower),State House District 156,21.0,,
42,,,157,Pennsylvania,State Leg (Lower),State House District 157,21.0,,
42,,,158,Pennsylvania,State Leg (Lower),State House District 158,33.0,,
42,,,159,Pennsylvania,State Leg (Lower),State House District 159,3.0,,
42,,,160,Pennsylvania,State Leg (Lower),State House District 160,99.0,,
42,,,161,Pennsylvania,State Leg (Lower),State House District 161,33.0,,
42,,,162,Pennsylvania,State Leg (Lower),State House District 162,30.0,,
42,,,163,Pennsylvania,State Leg (Lower),State House District 163,17.0,,
42,,,164,Pennsylvania,State Leg (Lower),State House District 164,1.0,,
42,,,165,Pennsylvania,State Leg (Lower),State House District 165,26.0,,
42,,,166,Pennsylvania,State Leg (Lower),State House District 166,12.0,,
42,,,167,Pennsylvania,State Leg (Lower),State House District 167,25.0,,
42,,,168,Pennsylvania,State Leg (Lower),State House District 168,28.0,,
42,,,169,Pennsylvania,State Leg (Lower),State House District 169,7.0,,
42,,,170,Pennsylvania,State Leg (Lower),State House District 170,99.0,,
42,,,171,Pennsylvania,State Leg (Lower),State House District 171,6.0,,
42,,,172,Pennsylvania,State Leg (Lower),State House District 172,33.0,,
42,,,173,Pennsylvania,State Leg (Lower),State House District 173,22.0,,
42,,,174,Pennsylvania,State Leg (Lower),State House District 174,19.0,,
42,,,175,Pennsylvania,State Leg (Lower),State House District 175,1.0,,
42,,,176,Pennsylvania,State Leg (Lower),State House District 176,56.0,,
42,,,177,Pennsylvania,State Leg (Lower),State House District 177,4.0,,
42,,,178,Pennsylvania,State Leg (Lower),State House District 178,71.0,,
42,,,179,Pennsylvania,State Leg (Lower),State House District 179,1.0,,
42,,,180,Pennsylvania,State Leg (Lower),State House District 180,1.0,,
42,,,181,Pennsylvania,State Leg (Lower),State House District 181,0.0,,
42,,,182,Pennsylvania,State Leg (Lower),State House District 182,1.0,,
42,,,183,Pennsylvania,State Leg (Lower),State House District 183,24.0,,
42,,,184,Pennsylvania,State Leg (Lower),State House District 184,3.0,,
42,,,185,Pennsylvania,State Leg (Lower),State House District 185,2.0,,
42,,,186,Pennsylvania,State Leg (Lower),State House District 186,0.0,,
42,,,187,Pennsylvania,State Leg (Lower),State House District 187,61.0,,
42,,,188,Pennsylvania,State Leg (Lower),State House District 188,0.0,,
42,,,189,Pennsylvania,State Leg (Lower),State House District 189,29.0,,
42,,,190,Pennsylvania,State Leg (Lower),State House District 190,0.0,,
42,,,191,Pennsylvania,State Leg (Lower),State House District 191,0.0,,
42,,,192,Pennsylvania,State Leg (Lower),State House District 192,0.0,,
42,,,193,Pennsylvania,State Leg (Lower),State House District 193,6.0,,
42,,,194,Pennsylvania,State Leg (Lower),State House District 194,2.0,,
42,,,195,Pennsylvania,State Leg (Lower),State House District 195,0.0,,
42,,,196,Pennsylvania,State Leg (Lower),State House District 196,7.0,,
42,,,197,Pennsylvania,State Leg (Lower),State House District 197,0.0,,
42,,,198,Pennsylvania,State Leg (Lower),State House District 198,0.0,,
42,,,199,Pennsylvania,State Leg (Lower),State House District 199,28.0,,
42,,,200,Pennsylvania,State Leg (Lower),State House District 200,0.0,,
42,,,201,Pennsylvania,State Leg (Lower),State House District 201,0.0,,
42,,,202,Pennsylvania,State Leg (Lower),State House District 202,3.0,,
42,,,203,Pennsylvania,State Leg (Lower),State House District 203,1.0,,
55,,,001,Wisconsin,State Leg (Lower),State House District 1,44.0,,
55,,,002,Wisconsin,State Leg (Lower),State House District 2,17.0,,
55,,,003,Wisconsin,State Leg (Lower),State House District 3,14.0,,
55,,,004,Wisconsin,State Leg (Lower),State House District 4,11.0,,
55,,,005,Wisconsin,State Leg (Lower),State House District 5,20.0,,
55,,,006,Wisconsin,State Leg (Lower),State House District 6,9.0,,
55,,,007,Wisconsin,State Leg (Lower),State House District 7,35.0,,
55,,,008,Wisconsin,State Leg (Lower),State House District 8,1.0,,
55,,,009,Wisconsin,State Leg (Lower),State House District 9,3.0,,
55,,,010,Wisconsin,State Leg (Lower),State House District 10,1.0,,
55,,,011,Wisconsin,State Leg (Lower),State House District 11,1.0,,
55,,,012,Wisconsin,State Leg (Lower),State House District 12,2.0,,
55,,,013,Wisconsin,State Leg (Lower),State House District 13,99.0,,
55,,,014,Wisconsin,State Leg (Lower),State House District 14,86.0,,
55,,,015,Wisconsin,State Leg (Lower),State House District 15,12.0,,
55,,,016,Wisconsin,State Leg (Lower),State House District 16,1.0,,
55,,,017,Wisconsin,State Leg (Lower),State House District 17,1.0,,
55,,,018,Wisconsin,State Leg (Lower),State House District 18,1.0,,
55,,,019,Wisconsin,State Leg (Lower),State House District 19,2.0,,
55,,,020,Wisconsin,State Leg (Lower),State House District 20,25.0,,
55,,,021,Wisconsin,State Leg (Lower),State House District 21,98.0,,
55,,,022,Wisconsin,State Leg (Lower),State House District 22,18.0,,
55,,,023,Wisconsin,State Leg (Lower),State House District 23,33.0,,
55,,,024,Wisconsin,State Leg (Lower),State House District 24,12.0,,
55,,,025,Wisconsin,State Leg (Lower),State House District 25,40.0,,
55,,,026,Wisconsin,State Leg (Lower),State House District 26,95.0,,
55,,,027,Wisconsin,State Leg (Lower),State House District 27,8.0,,
55,,,028,Wisconsin,State Leg (Lower),State House District 28,16.0,,
55,,,029,Wisconsin,State Leg (Lower),State House District 29,30.0,,
55,,,030,Wisconsin,State Leg (Lower),State House District 30,91.0,,
55,,,031,Wisconsin,State Leg (Lower),State House District 31,17.0,,
55,,,032,Wisconsin,State Leg (Lower),State House District 32,12.0,,
55,,,033,Wisconsin,State Leg (Lower),State House District 33,8.0,,
55,,,034,Wisconsin,State Leg (Lower),State House District 34,23.0,,
55,,,035,Wisconsin,State Leg (Lower),State House District 35,14.0,,
55,,,036,Wisconsin,State Leg (Lower),State House District 36,9.0,,
55,,,037,Wisconsin,State Leg (Lower),State House District 37,18.0,,
55,,,038,Wisconsin,State Leg (Lower),State House District 38,10.0,,
55,,,039,Wisconsin,State Leg (Lower),State House District 39,10.0,,
55,,,040,Wisconsin,State Leg (Lower),State House District 40,44.0,,
55,,,041,Wisconsin,State Leg (Lower),State House District 41,80.0,,
55,,,042,Wisconsin,State Leg (Lower),State House District 42,23.0,,
55,,,043,Wisconsin,State Leg (Lower),State House District 43,47.0,,
55,,,044,Wisconsin,State Leg (Lower),State House District 44,19.0,,
55,,,045,Wisconsin,State Leg (Lower),State House District 45,25.0,,
55,,,046,Wisconsin,State Leg (Lower),State House District 46,48.0,,
55,,,047,Wisconsin,State Leg (Lower),State House District 47,3.0,,
55,,,048,Wisconsin,State Leg (Lower),State House District 48,6.0,,
55,,,049,Wisconsin,State Leg (Lower),State House District 49,92.0,,
55,,,050,Wisconsin,State Leg (Lower),State House District 50,21.0,,
55,,,051,Wisconsin,State Leg (Lower),State House District 51,35.0,,
55,,,052,Wisconsin,State Leg (Lower),State House District 52,60.0,,
55,,,053,Wisconsin,State Leg (Lower),State House District 53,97.0,,
55,,,054,Wisconsin,State Leg (Lower),State House District 54,61.0,,
55,,,055,Wisconsin,State Leg (Lower),State House District 55,25.0,,
55,,,056,Wisconsin,State Leg (Lower),State House District 56,10.0,,
55,,,057,Wisconsin,State Leg (Lower),State House District 57,9.0,,
55,,,058,Wisconsin,State Leg (Lower),State House District 58,3.0,,
55,,,059,Wisconsin,State Leg (Lower),State House District 59,2.0,,
55,,,060,Wisconsin,State Leg (Lower),State House District 60,42.0,,
55,,,061,Wisconsin,State Leg (Lower),State House District 61,87.0,,
55,,,062,Wisconsin,State Leg (Lower),State House District 62,14.0,,
55,,,063,Wisconsin,State Leg (Lower),State House District 63,25.0,,
55,,,064,Wisconsin,State Leg (Lower),State House District 64,31.0,,
55,,,065,Wisconsin,State Leg (Lower),State House District 65,34.0,,
55,,,066,Wisconsin,State Leg (Lower),State House District 66,43.0,,
55,,,067,Wisconsin,State Leg (Lower),State House District 67,21.0,,
55,,,068,Wisconsin,State Leg (Lower),State House District 68,9.0,,
55,,,069,Wisconsin,State Leg (Lower),State House District 69,7.0,,
55,,,070,Wisconsin,State Leg (Lower),State House District 70,37.0,,
55,,,071,Wisconsin,State Leg (Lower),State House District 71,55.0,,
55,,,072,Wisconsin,State Leg (Lower),State House District 72,31.0,,
55,,,073,Wisconsin,State Leg (Lower),State House District 73,14.0,,
55,,,074,Wisconsin,State Leg (Lower),State House District 74,42.0,,
55,,,075,Wisconsin,State Leg (Lower),State House District 75,14.0,,
